optimum_width,optimum_height,optimum_levels
0.01343499056466868,0.012128920091598161,1
5.175083654601664,3.1105552268113357,1
7.046400352406337,5.22219187381811,1
10.509403840052144,7.180788419926765,1
12.355691614524556,9.611022274872196,1
12.749001730238803,4.520104508711711,1
14.096561743935002,11.881129907232545,1
16.308075991629938,7.345463368428614,1
16.626603406720324,13.866892731054545,1
17.8453752072861,10.556914687984936,1
19.19631863195115,16.130438281053767,1
20.859900105209082,8.325948049038105,1
21.437328114991207,18.86943798490522,1
21.788715346126846,13.09771211431097,1
24.53011876971695,22.5626824664504,1
25.038754538544097,5.512264716244035,1
25.41579370718315,10.827820627935315,1
26.81963002594778,15.63564890466145,1
28.712031367172244,19.56596013471184,1
30.79403330382526,26.0460686901107,1
32.03649258591644,30.74067752955893,1
32.82818106019955,12.590610302708399,1
33.32253981939728,8.16590756655238,1
35.586622963980425,21.270168563381034,1
35.6320005419052,16.870868352114165,1
40.0657196154564,9.785276542130905,1
40.76625341949507,31.793507631979907,1
41.32812724486755,27.038801859998948,1
41.58313564597293,37.575716479032295,1
44.59178747463763,21.42592219835307,1
44.72747836586208,15.646783326637937,1
47.085562179200075,42.63493177691663,1
49.64211108187694,30.985670176100673,1
49.759195617120554,7.614368253145818,1
50.93191370218876,26.543028722939138,1
51.43898620336176,37.37855409375138,1
53.92751387352216,49.186891260005744,1
54.624965083522284,19.496074774715034,1
55.74797532286294,12.847128123605847,1
59.14933035587404,43.531787530040816,1
59.96500128662502,31.09313811848355,1
60.169302867776764,55.92333944425023,1
60.53889586810231,46.639382431126485,1
60.67169339706541,25.0867214267336,1
61.77893951622373,39.97038831652328,1
62.64809826791479,34.9743673691325,1
62.795038839611195,51.4082804997793,1
62.8700973414937,21.22602815634044,1
63.6926955218586,8.06504391450633,1
65.23065675799529,16.984803533832665,1
70.11676325315833,29.696660590645706,1
70.48849807921873,55.91095766941483,1
70.65386431361551,62.731530976243114,1
71.90177565439053,37.30733937232847,1
72.46285978249182,45.437624423868726,1
75.29006777215426,12.62346432192313,1
77.81769350974875,25.93740388060591,1
78.01328988265519,20.233683931829294,1
78.80090717062085,68.33944066401438,1
78.87076152808214,51.386712392987675,1
79.01562194666096,34.7927325085275,1
80.5446310485519,41.035754970613894,1
80.88201980749791,8.040257873012566,1
82.09607822978504,77.3424696950127,1
84.64949890051783,30.47748438393993,1
87.8195267520079,57.07490525473532,1
88.17980415908279,22.68449698971063,1
88.97928127685473,13.771952297459412,1
91.48894680048393,44.449237492588296,1
92.06519118994532,39.773268287864894,1
96.93446928946129,19.417601011887644,1
97.20558708387091,8.585015677639303,1
97.70243361663442,50.90156759746047,1
97.99809279752212,61.632508210325405,1
99.26470214611663,30.634064710466582,1
100.4034822987832,74.94285510122856,1
101.45904058774475,41.437729264784,1
102.40623955633114,12.951421526881244,1
107.47709594516408,31.329398991721995,1
108.59297768648611,21.289319973147677,1
115.87407953401176,45.63832047624783,1
116.13457600267442,39.66135190637958,1
117.0082419736851,53.49950053123625,1
117.04556503075469,8.158351462727992,1
118.20856412721378,65.81194499488562,1
119.5791607147392,28.892649911952994,1
124.47820299780653,34.570288150094974,1
125.07155136165403,19.290412973710783,1
125.73314876655054,73.6311443983769,1
133.58185372670056,43.26219257486744,1
137.71369030493156,53.39414350644794,1
138.43718339648458,29.007943961781134,1
143.1405429749624,14.592890945866746,1
150.76198111419228,69.16142179633437,1
151.11101104438754,45.07766489888097,1
156.98879825226243,78.44437566124134,1
157.02565187968582,34.164378128658214,1
160.76602801000263,55.1292776013726,1
174.8497736456914,18.621469986855114,1
177.4154195445442,63.92167965643528,1
